OOMP Parts -- CSV, 2016-06-14
OOMP ID,Name,Type,Size/Package,Color/Material,Description/Value,Index/Rating,SEEED OPL ID,Manufacturer 1,Man 1 P/N,Manufacturer 2,Man 2 P/N,Distributor 1,Dist 1 P/N,Distributor 2,Dist 2 P/N,Datasheet,
"RESE-0603-X-O153-01","SMD (0603) 15k Ohm Resistor","Resistor","SMD (0603)","","15k Ohm","",301010103 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O153-01/RESE-0603-X-O153-01-datasheet.pdf,
"RESE-0603-X-O153-67","SMD (0603) 15k Ohm Resistor 1%","Resistor","SMD (0603)","","15k Ohm","1%",301010241 ,Multicomp,MC0063W0603115K,,,Mouser,603-RC0603FR-0715KL,Farnell,2413677,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O153-67/RESE-0603-X-O153-67-datasheet.pdf,
"RESE-0603-X-O154-01","SMD (0603) 150k Ohm Resistor","Resistor","SMD (0603)","","150k Ohm","",301010133 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O154-01/RESE-0603-X-O154-01-datasheet.pdf,
"RESE-0603-X-O154-67","SMD (0603) 150k Ohm Resistor 1%","Resistor","SMD (0603)","","150k Ohm","1%",301010205 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O154-67/RESE-0603-X-O154-67-datasheet.pdf,
"RESE-0603-X-O163-67","SMD (0603) 16k Ohm Resistor 1%","Resistor","SMD (0603)","","16k Ohm","1%",301010158 ,Multicomp,MC0063W0603116K,,,Mouser,603-RC0603FR-0716KL,Farnell,2059422,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O163-67/RESE-0603-X-O163-67-datasheet.pdf,
"RESE-0603-X-O182-67","SMD (0603) 1.8k Ohm Resistor 1%","Resistor","SMD (0603)","","1.8k Ohm","1%",301010254 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O182-67/RESE-0603-X-O182-67-datasheet.pdf,
"RESE-0603-X-O183-01","SMD (0603) 18k Ohm Resistor","Resistor","SMD (0603)","","18k Ohm","",301010104 ,Multicomp,MC0063W0603518K,,,Mouser,603-RC0603JR-0718KL,Farnell,1799395,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O183-01/RESE-0603-X-O183-01-datasheet.pdf,
"RESE-0603-X-O201-01","SMD (0603) 200 Ohm Resistor","Resistor","SMD (0603)","","200 Ohm","",301010218 ,,,,,Mouser,603-RC0603JR-07200RL,Farnell,2413736,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O201-01/RESE-0603-X-O201-01-datasheet.pdf,
"RESE-0603-X-O202-01"," SMD (0603) 2k Ohm Resistor ","Resistor","SMD (0603)","","2k Ohm","",301010113 ,,,,,Mouser,603-RC0603JR-072KL,Farnell,1799398,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O202-01/RESE-0603-X-O202-01-datasheet.pdf,
"RESE-0603-X-O202-67","SMD (0603) 2k Ohm Resistor 1%","Resistor","SMD (0603)","","2k Ohm","1%",301010221 ,,,,,Mouser,603-RC0603FR-072KL,Farnell,1799328,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O202-67/RESE-0603-X-O202-67-datasheet.pdf,
"RESE-0603-X-O203-01","SMD (0603) 20k Ohm Resistor","Resistor","SMD (0603)","","20k Ohm","",301010105 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O203-01/RESE-0603-X-O203-01-datasheet.pdf,
"RESE-0603-X-O203-67","SMD (0603) 20k Ohm Resistor 1%","Resistor","SMD (0603)","","20k Ohm","1%",301010288 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O203-67/RESE-0603-X-O203-67-datasheet.pdf,
"RESE-0603-X-O204-01","SMD (0603) 200k Ohm Resistor","Resistor","SMD (0603)","","200k Ohm","",301010212 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O204-01/RESE-0603-X-O204-01-datasheet.pdf,
"RESE-0603-X-O205-67","SMD (0603) 2M Ohm Resistor 1%","Resistor","SMD (0603)","","2M Ohm","1%",301010154 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O205-67/RESE-0603-X-O205-67-datasheet.pdf,
"RESE-0603-X-O220-01","SMD (0603) 22 Ohm Resistor","Resistor","SMD (0603)","","22 Ohm","",301010289 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O220-01/RESE-0603-X-O220-01-datasheet.pdf,
"RESE-0603-X-O221-01","SMD (0603) 220 Ohm Resistor","Resistor","SMD (0603)","","220 Ohm","",301010163 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O221-01/RESE-0603-X-O221-01-datasheet.pdf,
"RESE-0603-X-O222-01","SMD (0603) 2.2k Ohm Resistor","Resistor","SMD (0603)","","2.2k Ohm","",301010124 ,Multicomp,MC0063W060352K2,,,Mouser,603-RC0603JR-072K2L,Farnell,9233423,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O222-01/RESE-0603-X-O222-01-datasheet.pdf,
"RESE-0603-X-O223-01","SMD (0603) 22k Ohm Resistor","Resistor","SMD (0603)","","22k Ohm","",301010132 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O223-01/RESE-0603-X-O223-01-datasheet.pdf,
"RESE-0603-X-O243-67","SMD (0603) 24k Ohm Resistor 1%","Resistor","SMD (0603)","","24k Ohm","1%",301010232 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O243-67/RESE-0603-X-O243-67-datasheet.pdf,
"RESE-0603-X-O273-01","SMD (0603) 27k Ohm Resistor","Resistor","SMD (0603)","","27k Ohm","",301010092 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O273-01/RESE-0603-X-O273-01-datasheet.pdf,
"RESE-0603-X-O302-67","SMD (0603) 3k Ohm Resistor 1%","Resistor","SMD (0603)","","3k Ohm","1%",301010170 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O302-67/RESE-0603-X-O302-67-datasheet.pdf,
"RESE-0603-X-O303-67","SMD (0603) 30k Ohm Resistor 1%","Resistor","SMD (0603)","","30k Ohm","1%",301010202 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O303-67/RESE-0603-X-O303-67-datasheet.pdf,
"RESE-0603-X-O330-01","SMD (0603) 33 Ohm Resistor","Resistor","SMD (0603)","","33 Ohm","",301010117 ,Vishay,CRCW060333R0FKEA,,,Mouser,603-RC0603JR-0733RL,Farnell,9233199,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O330-01/RESE-0603-X-O330-01-datasheet.pdf,
"RESE-0603-X-O330-67","SMD (0603) 33 Ohm Resistor 1%","Resistor","SMD (0603)","","33 Ohm","1%",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O330-67/RESE-0603-X-O330-67-datasheet.pdf,
"RESE-0603-X-O331-01","SMD (0603) 330 Ohm Resistor","Resistor","SMD (0603)","","330 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O331-01/RESE-0603-X-O331-01-datasheet.pdf,
"RESE-0603-X-O331-67","SMD (0603) 330 Ohm Resistor 1%","Resistor","SMD (0603)","","330 Ohm","1%",301010300 ,Multicomp,MC0063W06031330R,,,Mouser,603-RC0603FR-07330RL,Farnell,9238425,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O331-67/RESE-0603-X-O331-67-datasheet.pdf,
"RESE-0603-X-O332-67","SMD (0603) 3.3k Ohm Resistor 1%","Resistor","SMD (0603)","","3.3k Ohm","1%",301010251 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O332-67/RESE-0603-X-O332-67-datasheet.pdf,
"RESE-0603-X-O390-01","SMD (0603) 39 Ohm Resistor","Resistor","SMD (0603)","","39 Ohm","",301010138 ,Multicomp,MC0063W0603539R,,,Mouser,603-RC0603JR-0739RL,Farnell,9233202,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O390-01/RESE-0603-X-O390-01-datasheet.pdf,
"RESE-0603-X-O391-01","SMD (0603) 390 Ohm Resistor","Resistor","SMD (0603)","","390 Ohm","",301010297 ,,,,,SEEED Studio,301010297,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O391-01/RESE-0603-X-O391-01-datasheet.pdf,
"RESE-0603-X-O392-01","SMD (0603) 3.9k Ohm Resistor","Resistor","SMD (0603)","","3.9k Ohm","",301010101 ,Multicomp,MC0063W060353K9,,,Mouser,603-RC0603JR-073K9L,Farnell,9233458,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O392-01/RESE-0603-X-O392-01-datasheet.pdf,
"RESE-0603-X-O471-01","SMD (0603) 470 Ohm Resistor","Resistor","SMD (0603)","","470 Ohm","",301010088 ,Multicomp,MC0063W06035470R,,,Mouser,603-RC0603JR-07470RL,Farnell,RC0603JR-07470RL,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O471-01/RESE-0603-X-O471-01-datasheet.pdf,
"RESE-0603-X-O472-01","SMD (0603) 4.7k Ohm Resistor","Resistor","SMD (0603)","","4.7k Ohm","",301010290 ,,,,,SEEED,301010290,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O472-01/RESE-0603-X-O472-01-datasheet.pdf,
"RESE-0603-X-O473-01","SMD (0603) 47k Ohm Resistor","Resistor","SMD (0603)","","47k Ohm","",301010084 ,Multicomp,MC0063W0603547K,,,Mouser,603-RC0603JR-0747KL,Farnell,9233580,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O473-01/RESE-0603-X-O473-01-datasheet.pdf,
"RESE-0603-X-O475-01","SMD (0603) 4.7M Ohm Resistor","Resistor","SMD (0603)","","4.7M Ohm","",301010213 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O475-01/RESE-0603-X-O475-01-datasheet.pdf,
"RESE-0603-X-O499D-67","SMD (0603) 49.9 Ohm Resistor 1%","Resistor","SMD (0603)","","49.9 Ohm","1%",301010296 ,,,,,Mouser,603-RC0603FR-0749R9L,SEEED Studio,301010296,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O499D-67/RESE-0603-X-O499D-67-datasheet.pdf,
"RESE-0603-X-O511-01","SMD (0603) 510 Ohm Resistor","Resistor","SMD (0603)","","510 Ohm","",301010157 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O511-01/RESE-0603-X-O511-01-datasheet.pdf,
"RESE-0603-X-O513-01","SMD (0603) 51k Ohm Resistor","Resistor","SMD (0603)","","51k Ohm","",301010145 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O513-01/RESE-0603-X-O513-01-datasheet.pdf,
"RESE-0603-X-O562-01","SMD (0603) 5.6k Ohm Resistor","Resistor","SMD (0603)","","5.6k Ohm","",301010166 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O562-01/RESE-0603-X-O562-01-datasheet.pdf,
"RESE-0603-X-O564-01","SMD (0603) 560k Ohm Resistor","Resistor","SMD (0603)","","560k Ohm","",301010230 ,Multicomp,MC0063W06035560K,,,Mouser,603-RC0603JR-07560KL,Farnell,9233717,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O564-01/RESE-0603-X-O564-01-datasheet.pdf,
"RESE-0603-X-O621-01","SMD (0603) 620 Ohm Resistor","Resistor","SMD (0603)","","620 Ohm","",301010210 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O621-01/RESE-0603-X-O621-01-datasheet.pdf,
"RESE-0603-X-O680-01","SMD (0603) 68 Ohm Resistor","Resistor","SMD (0603)","","68 Ohm","",301010085 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O680-01/RESE-0603-X-O680-01-datasheet.pdf,
"RESE-0603-X-O682-67","SMD (0603) 6.8k Ohm Resistor 1%","Resistor","SMD (0603)","","6.8k Ohm","1%",301010198 ,Multicomp,MC0063W060316K8,,,Mouser,603-RC0603FR-076K8L,Farnell,9238581,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O682-67/RESE-0603-X-O682-67-datasheet.pdf,
"RESE-0603-X-O683-67","SMD (0603) 68k Ohm Resistor 1%","Resistor","SMD (0603)","","68k Ohm","1%",301010169 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O683-67/RESE-0603-X-O683-67-datasheet.pdf,
"RESE-0603-X-O684-67","SMD (0603) 680k Ohm Resistor 1%","Resistor","SMD (0603)","","680k Ohm","1%",301010246 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O684-67/RESE-0603-X-O684-67-datasheet.pdf,
"RESE-0603-X-O750-01","SMD (0603) 75 Ohm Resistor","Resistor","SMD (0603)","","75 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O750-01/RESE-0603-X-O750-01-datasheet.pdf,
"RESE-0603-X-O823-67","SMD (0603) 82k Ohm Resistor 1%","Resistor","SMD (0603)","","82k Ohm","1%",301010222 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0603-X-O823-67/RESE-0603-X-O823-67-datasheet.pdf,
"RESE-0805-X-O001D-01","SMD (0805) 0.1 Ohm Resistor","Resistor","SMD (0805)","","0.1 Ohm","",301010264 ,,,,,Mouser,603-RL0805JR070R1L,SEEED Studio,301010264,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O001D-01/RESE-0805-X-O001D-01-datasheet.pdf,
"RESE-0805-X-O101-01","SMD (0805) 100 Ohm Resistor","Resistor","SMD (0805)","","100 Ohm","",301010319 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O101-01/RESE-0805-X-O101-01-datasheet.pdf,
"RESE-0805-X-O102-01","SMD (0805) 1k Ohm Resistor","Resistor","SMD (0805)","","1k Ohm","",301010311 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O102-01/RESE-0805-X-O102-01-datasheet.pdf,
"RESE-0805-X-O103-01","SMD (0805) 10k Ohm Resistor","Resistor","SMD (0805)","","10k Ohm","",301010304 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O103-01/RESE-0805-X-O103-01-datasheet.pdf,
"RESE-0805-X-O103-67","SMD (0805) 10k Ohm Resistor 1%","Resistor","SMD (0805)","","10k Ohm","1%",301010361 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O103-67/RESE-0805-X-O103-67-datasheet.pdf,
"RESE-0805-X-O104-67","SMD (0805) 100k Ohm Resistor 1%","Resistor","SMD (0805)","","100k Ohm","1%",301010396 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O104-67/RESE-0805-X-O104-67-datasheet.pdf,
"RESE-0805-X-O121-01","SMD (0805) 120 Ohm Resistor","Resistor","SMD (0805)","","120 Ohm","",301010351 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O121-01/RESE-0805-X-O121-01-datasheet.pdf,
"RESE-0805-X-O152-67","SMD (0805) 1.5k Ohm Resistor 1%","Resistor","SMD (0805)","","1.5k Ohm","1%",301010394 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O152-67/RESE-0805-X-O152-67-datasheet.pdf,
"RESE-0805-X-O153-01","SMD (0805) 15k Ohm Resistor","Resistor","SMD (0805)","","15k Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O153-01/RESE-0805-X-O153-01-datasheet.pdf,
"RESE-0805-X-O182-01","SMD (0805) 1.8k Ohm Resistor","Resistor","SMD (0805)","","1.8k Ohm","",301010342 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O182-01/RESE-0805-X-O182-01-datasheet.pdf,
"RESE-0805-X-O202-01","SMD (0805) 2k Ohm Resistor","Resistor","SMD (0805)","","2k Ohm","",301010318 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O202-01/RESE-0805-X-O202-01-datasheet.pdf,
"RESE-0805-X-O220-01","SMD (0805) 22 Ohm Resistor","Resistor","SMD (0805)","","22 Ohm","",301010329 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O220-01/RESE-0805-X-O220-01-datasheet.pdf,
"RESE-0805-X-O221-01","SMD (0805) 220 Ohm Resistor","Resistor","SMD (0805)","","220 Ohm","",301010315 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O221-01/RESE-0805-X-O221-01-datasheet.pdf,
"RESE-0805-X-O222-01","SMD (0805) 2.2k Ohm Resistor","Resistor","SMD (0805)","","2.2k Ohm","",301010333 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O222-01/RESE-0805-X-O222-01-datasheet.pdf,
"RESE-0805-X-O223-01","SMD (0805) 22k Ohm Resistor","Resistor","SMD (0805)","","22k Ohm","",301010341 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O223-01/RESE-0805-X-O223-01-datasheet.pdf,
"RESE-0805-X-O332-01","SMD (0805) 3.3k Ohm Resistor","Resistor","SMD (0805)","","3.3k Ohm","",301010331 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O332-01/RESE-0805-X-O332-01-datasheet.pdf,
"RESE-0805-X-O391-01","SMD (0805) 390 Ohm Resistor","Resistor","SMD (0805)","","390 Ohm","",301010320 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O391-01/RESE-0805-X-O391-01-datasheet.pdf,
"RESE-0805-X-O472-01","SMD (0805) 4.7k Ohm Resistor","Resistor","SMD (0805)","","4.7k Ohm","",301010306 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O472-01/RESE-0805-X-O472-01-datasheet.pdf,
"RESE-0805-X-O473-67","SMD (0805) 47k Ohm Resistor 1%","Resistor","SMD (0805)","","47k Ohm","1%",301010388 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O473-67/RESE-0805-X-O473-67-datasheet.pdf,
"RESE-0805-X-O563-01","SMD (0805) 56k Ohm Resistor","Resistor","SMD (0805)","","56k Ohm","",301010327 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O563-01/RESE-0805-X-O563-01-datasheet.pdf,
"RESE-0805-X-O680-01","SMD (0805) 68 Ohm Resistor","Resistor","SMD (0805)","","68 Ohm","",301010326 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O680-01/RESE-0805-X-O680-01-datasheet.pdf,
"RESE-0805-X-O822-01","SMD (0805) 8.2k Ohm Resistor","Resistor","SMD (0805)","","8.2k Ohm","",301010400 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-0805-X-O822-01/RESE-0805-X-O822-01-datasheet.pdf,
"RESE-1206-X-O101-01","SMD (1206) 100 Ohm Resistor","Resistor","SMD (1206)","","100 Ohm","",301010412 ,,,,,SEEED Studio,301010412,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-1206-X-O101-01/RESE-1206-X-O101-01-datasheet.pdf,
"RESE-1206-X-O130-01","SMD (1206) 13 Ohm Resistor","Resistor","SMD (1206)","","13 Ohm","",301010405 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-1206-X-O130-01/RESE-1206-X-O130-01-datasheet.pdf,
"RESE-W04-X-O000-01","1/4 Watt 0 Ohm Resistor","Resistor","1/4 Watt","","0 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O000-01/RESE-W04-X-O000-01-datasheet.pdf,
"RESE-W04-X-O100-01","1/4 Watt 10 Ohm Resistor","Resistor","1/4 Watt","","10 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O100-01/RESE-W04-X-O100-01-datasheet.pdf,
"RESE-W04-X-O101-01","1/4 Watt 100 Ohm Resistor","Resistor","1/4 Watt","","100 Ohm","",301020017 ,,,,,SEEED Studio,301020017,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O101-01/RESE-W04-X-O101-01-datasheet.pdf,
"RESE-W04-X-O102-01","1/4 Watt 1k Ohm Resistor","Resistor","1/4 Watt","","1k Ohm","",301020000 ,,,,,SEEED Studio,301020000,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O102-01/RESE-W04-X-O102-01-datasheet.pdf,
"RESE-W04-X-O103-01","1/4 Watt 10k Ohm Resistor","Resistor","1/4 Watt","","10k Ohm","",301020001 ,,,,,SEEED Studio,301020001,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O103-01/RESE-W04-X-O103-01-datasheet.pdf,
"RESE-W04-X-O104-01","1/4 Watt 100k Ohm Resistor","Resistor","1/4 Watt","","100k Ohm","",301020040 ,,,,,,,SEEED Studio,301020040,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O104-01/RESE-W04-X-O104-01-datasheet.pdf,
"RESE-W04-X-O105-01","1/4 Watt 1M Ohm Resistor","Resistor","1/4 Watt","","1M Ohm","",301020005 ,,,,,SEEED Studio,301020005,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O105-01/RESE-W04-X-O105-01-datasheet.pdf,
"RESE-W04-X-O152-01","1/4 Watt 1.5k Ohm Resistor","Resistor","1/4 Watt","","1.5k Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O152-01/RESE-W04-X-O152-01-datasheet.pdf,
"RESE-W04-X-O15X-01","1/4 Watt 1.5 Ohm Resistor","Resistor","1/4 Watt","","1.5 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O15X-01/RESE-W04-X-O15X-01-datasheet.pdf,
"RESE-W04-X-O221-01","1/4 Watt 220 Ohm Resistor","Resistor","1/4 Watt","","220 Ohm","",301020011 ,,,,,SEEED Studio,301020011,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O221-01/RESE-W04-X-O221-01-datasheet.pdf,
"RESE-W04-X-O222-01","1/4 Watt 2.2k Ohm Resistor","Resistor","1/4 Watt","","2.2k Ohm","",301020010 ,,,,,SEEED Studio,301020010,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O222-01/RESE-W04-X-O222-01-datasheet.pdf,
"RESE-W04-X-O223-01","1/4 Watt 22k Ohm Resistor","Resistor","1/4 Watt","","22k Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O223-01/RESE-W04-X-O223-01-datasheet.pdf,
"RESE-W04-X-O271-01","1/4 Watt 270 Ohm Resistor","Resistor","1/4 Watt","","270 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O271-01/RESE-W04-X-O271-01-datasheet.pdf,
"RESE-W04-X-O331-01","1/4 Watt 330 Ohm Resistor","Resistor","1/4 Watt","","330 Ohm","",301020003 ,,,,,SEEED Studio,301020003,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O331-01/RESE-W04-X-O331-01-datasheet.pdf,
"RESE-W04-X-O332-01","1/4 Watt 3.3k Ohm Resistor","Resistor","1/4 Watt","","3.3k Ohm","",301020042 ,,,,,SEEED Studio,301020042,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O332-01/RESE-W04-X-O332-01-datasheet.pdf,
"RESE-W04-X-O334-01","1/4 Watt 330k Ohm Resistor","Resistor","1/4 Watt","","330k Ohm","",301020021 ,,,,,SEEED Studio,301020021,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O334-01/RESE-W04-X-O334-01-datasheet.pdf,
"RESE-W04-X-O470-01","1/4 Watt 47 Ohm Resistor","Resistor","1/4 Watt","","47 Ohm","",301020014 ,,,,,SEEED Studio,301020014,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O470-01/RESE-W04-X-O470-01-datasheet.pdf,
"RESE-W04-X-O471-01","1/4 Watt 470 Ohm Resistor","Resistor","1/4 Watt","","470 Ohm","",301020029 ,,,,,SEEED Studio,301020029,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O471-01/RESE-W04-X-O471-01-datasheet.pdf,
"RESE-W04-X-O472-01","1/4 Watt 4.7k Ohm Resistor","Resistor","1/4 Watt","","4.7k Ohm","",301020012 ,,,,,SEEED Studio,301020012,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O472-01/RESE-W04-X-O472-01-datasheet.pdf,
"RESE-W04-X-O473-01","1/4 Watt 47k Ohm Resistor","Resistor","1/4 Watt","","47k Ohm","",301020022 ,,,,,SEEED Studio,301020022,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O473-01/RESE-W04-X-O473-01-datasheet.pdf,
"RESE-W04-X-O47X-01","1/4 Watt 4.7 Ohm Resistor","Resistor","1/4 Watt","","4.7 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O47X-01/RESE-W04-X-O47X-01-datasheet.pdf,
"RESE-W04-X-O561-01","1/4 Watt 560 Ohm Resistor","Resistor","1/4 Watt","","560 Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O561-01/RESE-W04-X-O561-01-datasheet.pdf,
"RESE-W04-X-O681-01","1/4 Watt 680 Ohm Resistor","Resistor","1/4 Watt","","680 Ohm","",301020007 ,,,,,SEEED Studio,301020007,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O681-01/RESE-W04-X-O681-01-datasheet.pdf,
"RESE-W04-X-O682-01","1/4 Watt 6.8k Ohm Resistor","Resistor","1/4 Watt","","6.8k Ohm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RESE-W04-X-O682-01/RESE-W04-X-O682-01-datasheet.pdf,
